-17.3586	-9.36032
-17.8636	-1.41591
1.3808	-1.0112
-3.84097	-7.61326
-2.62828	-5.16659
0.380135	2.37161
-4.38015	2.1471
2.78963	1.53671
0.0689701	-11.4379
-6.16014	-2.36052
2.75454	4.5891
2.31321	-17.59
-16.9422	-15.2118
-9.65664	3.72099
-4.46097	-11.1684
-18.4807	6.52372
2.35648	-9.71101
-13.4528	0.524029
0.207882	-6.4851
-5.22286	-9.60063
-7.9365	0.132904
1.06178	-7.84954
-5.43755	1.19735
4.29276	-3.09437
-3.71913	-8.42565
-8.34161	2.42881
3.11854	-12.7682
-13.2471	4.52065
4.81253	-22.7624
-23.8008	-2.1297
-2.48372	1.94176
4.10307	-8.06147
-10.5081	0.525651
-1.58444	-8.55186
-4.82343	-1.34895
-3.71707	-10.8029
-11.7001	-12.7018
-12.3825	1.14954
1.58676	-25.7874
-27.2776	-0.368067
-2.16184	1.59154
-0.921463	-3.16262
-4.77642	2.1903
2.64646	3.51039
5.5935	-12.8552
-8.07895	-1.79774
1.06544	-0.842497
-2.69947	-15.4266
-16.1492	3.20023
3.75623	-3.60372
-2.99119	-22.1153
-22.62	-7.82555
-5.84906	-14.582
-14.1676	-2.81729
-9.5845	-1.7886
-6.07069	-8.06503
-10.3325	2.80338
2.80784	-5.79792
-10.1487	3.64952
2.61317	-4.81921
-5.61638	-6.27627
-6.25259	2.53927
3.42986	-15.4411
-10.8564	-12.124
-9.62307	-3.41511
-1.52254	2.91691
1.9207	-8.4613
-7.09645	-5.44424
-3.55606	1.37097
-1.3766	-8.98616
-3.84503	4.0307
2.13369	-9.90493
-9.63361	6.14736
3.96778	-2.83275
-1.43267	-14.7911
-14.3285	-10.7183
-12.9172	-0.292052
0.617285	-9.33934
-8.42554	2.34942
0.115368	3.00419
1.62592	-6.4636
-7.38226	-5.88393
-7.36594	0.276937
2.76748	-2.53078
-1.3614	-5.92451
-5.75043	-2.88033
-6.21569	-10.1459
-7.37933	-6.74197
-10.418	-11.4242
-9.6118	-6.07912
-4.08507	-5.45042
0.328335	-0.257996
-0.623165	2.96871
0.606679	-5.05754
-0.196755	-1.60291
-2.38867	-14.5246
-12.6076	-6.19139
-7.907	3.08222
2.93449	-15.7313
-13.9441	-7.53896
-11.1551	-8.81698
-4.24746	-0.652326
-6.79114	-4.54909
-4.62706	-5.43743
-6.02827	3.48786
-0.890006	-7.42304
-5.74889	3.45699
-3.20588	-7.50261
-13.8686	-7.81055
-6.96833	-1.32849
-9.79074	-10.6332
-4.01811	-8.04062
-10.0104	-3.48466
-4.148	-3.35327
-3.93575	-7.15282
-9.04146	8.73587
5.58536	6.46762
-1.66312	-8.48359
-5.52871	9.01324
-1.08813	-17.5078
-17.3863	-12.3202
-13.729	1.70615
4.66557	-3.20421
-0.894888	-2.02129
-1.47885	2.66379
-0.908088	-2.86205
-1.88077	-4.79486
0.334788	4.09926
0.652778	-2.54951
-1.185	-6.82544
-10.9161	1.20372
-2.14398	-17.3818
-13.1928	-7.20312
-10.859	-1.02139
-4.46946	-19.017
-19.7435	-6.23676
-3.90277	6.62778
6.62424	-1.39321
-0.231201	-4.1922
-5.30094	-2.52682
-1.76375	-2.43612
2.18877	-8.06305
-7.66638	1.74322
1.77945	-6.68759
-5.08931	-23.3075
-23.0141	-10.6792
-11.5092	0.142804
-1.68183	-1.06054
-0.411824	-7.81234
-1.34321	-7.84736
-7.8543	-8.09275
-6.25819	0.213703
-2.84977	-1.89907
